symbol,datetime_utc,funding_rate,mark_price,open_interest,open_interest_value
XRPUSDT,2026-04-16 16:00:00,1.473e-05,1.4286,292292494.0,417598286.1778
XRPUSDT,2026-04-17 00:00:00,3.109e-05,1.45222638,295594820.0,429292357.086
XRPUSDT,2026-04-17 08:00:00,2.322e-05,1.4366,297163983.1,426905778.12146
XRPUSDT,2026-04-17 16:00:00,5.621e-05,1.4853,298256220.8,442970139.13216
XRPUSDT,2026-04-18 00:00:00,8.126e-05,1.47521694,292829847.2,432010148.80636
XRPUSDT,2026-04-18 08:00:00,3.202e-05,1.47334852,288980515.2,425788497.44509226
XRPUSDT,2026-04-18 16:00:00,6.2e-07,1.43517087,292461858.2,419741258.88864
XRPUSDT,2026-04-19 00:00:00,1.62e-05,1.4315,289137286.2,413871111.46668
XRPUSDT,2026-04-19 08:00:00,2.645e-05,1.41930589,285494575.4,405203747.01059234
XRPUSDT,2026-04-19 16:00:00,-1.392e-05,1.4307,288619774.6,412943738.2471724
XRPUSDT,2026-04-20 00:00:00,3.363e-05,1.39345536,282597452.6,393772118.4633761
XRPUSDT,2026-04-20 08:00:00,-4.73e-06,1.41452441,282010967.5,398887265.7379777
XRPUSDT,2026-04-20 16:00:00,-8.38e-06,1.432,278657826.0,399038006.832
XRPUSDT,2026-04-21 00:00:00,-4.44e-06,1.4236,276000201.5,392914529.9358695
XRPUSDT,2026-04-21 08:00:00,3.948e-05,1.4386,276882730.4,398323495.95344
XRPUSDT,2026-04-21 16:00:00,6.143e-05,1.4318,280808058.0,402060977.4444
XRPUSDT,2026-04-22 00:00:00,2.449e-05,1.4325,274590682.7,393365879.2660632
XRPUSDT,2026-04-22 08:00:00,5.667e-05,1.4537,282180150.7,410177067.05752
